"filename", "language", "TypeScript", "Svelte", "HTML", "JavaScript", "JSON with Comments", "JSON", "Markdown", "Ignore", "Prisma", "SQL", "comment", "blank", "total"
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/drawer/index.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 41
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-checkbox-item.svelte", "Svelte", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-content.svelte", "Svelte", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-item.svelte", "Svelte", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-label.svelte", "Svelte", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-radio-group.svelte", "Svelte", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-radio-item.svelte", "Svelte", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-separator.svelte", "Svelte", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-shortcut.svelte", "Svelte", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-sub-content.svelte", "Svelte", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/dropdown-menu-sub-trigger.svelte", "Svelte", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/dropdown-menu/index.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 49
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/footer/footer.svelte", "Svelte", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/form/form-button.svelte", "Svelte", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/form/form-description.svelte", "Svelte", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/form/form-element-field.svelte", "Svelte", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/form/form-field-errors.svelte", "Svelte", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/form/form-field.svelte", "Svelte", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/form/form-fieldset.svelte", "Svelte", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/form/form-label.svelte", "Svelte", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/form/form-legend.svelte", "Svelte", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/form/index.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 34
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/input/index.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 28
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/input/input.svelte", "Svelte", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/label/index.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/label/label.svelte", "Svelte", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/navbar/navbar-desktop.svelte", "Svelte", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 151
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/navbar/navbar-mobile.svelte", "Svelte", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 82
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/navbar/navbar.svelte", "Svelte", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 81
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/popover/index.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 15
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/popover/popover-content.svelte", "Svelte", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/index.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 31
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-cell.svelte", "Svelte", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-day.svelte", "Svelte", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 45
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-grid-body.svelte", "Svelte", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-grid-head.svelte", "Svelte", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-grid-row.svelte", "Svelte", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-grid.svelte", "Svelte", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-head-cell.svelte", "Svelte", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-header.svelte", "Svelte", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-heading.svelte", "Svelte", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-months.svelte", "Svelte", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-next-button.svelte", "Svelte", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar-prev-button.svelte", "Svelte", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/range-calendar/range-calendar.svelte", "Svelte", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 61
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/select/index.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 35
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/select/select-content.svelte", "Svelte", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/select/select-item.svelte", "Svelte", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/select/select-label.svelte", "Svelte", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"/Users/ovv/dev/monochrome-me/src/lib/components/ui/select/select-separator.svelte", "Svelte", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
